#| No.|Asub | b0  | b1  | b2  | b3  | t1  | t2  | t3  |Cmin |Cmax | evalulate_value (min value is recommendation) |
#|iter| x0  | x1  | x2  | x3  | x4  | x5  | x6  | x7  | x8  | x9  | evalulate_value (min value is reccomendation) |
No.1: 0.98, 1.40, 6.00, 2.60, 3.00, 3.40, 1.00, 0.51, 1.00, 2.80, 0.11850316315749837
No.2: 1.03, 1.40, 6.00, 2.60, 3.00, 3.40, 1.00, 0.51, 1.00, 2.80, 0.12361094212161765
No.3: 0.98, 1.47, 6.00, 2.60, 3.00, 3.40, 1.00, 0.51, 1.00, 2.80, 0.13190043604011875
No.4: 0.98, 1.40, 6.31, 2.60, 3.00, 3.40, 1.00, 0.51, 1.00, 2.80, 0.11902676435242442
No.5: 0.98, 1.40, 6.00, 2.74, 3.00, 3.40, 1.00, 0.51, 1.00, 2.80, 0.11819553825831002
No.6: 0.98, 1.40, 6.00, 2.60, 3.16, 3.40, 1.00, 0.51, 1.00, 2.80, 0.11835999166475127
No.7: 0.98, 1.40, 6.00, 2.60, 3.00, 3.57, 1.00, 0.51, 1.00, 2.80, 0.11900898755361022
No.8: 0.98, 1.40, 6.00, 2.60, 3.00, 3.40, 1.05, 0.51, 1.00, 2.80, 0.11789570815846936
No.9: 0.98, 1.40, 6.00, 2.60, 3.00, 3.40, 1.00, 0.53, 1.00, 2.80, 0.11843485689904201
No.10: 0.98, 1.40, 6.00, 2.60, 3.00, 3.40, 1.00, 0.51, 1.05, 2.80, 0.11850398123987377
No.11: 0.98, 1.40, 6.00, 2.60, 3.00, 3.40, 1.00, 0.51, 1.00, 2.80, 0.11850316315749837
No.12: 0.99, 1.34, 6.06, 2.63, 3.03, 3.44, 1.02, 0.51, 1.02, 2.80, 0.10892219696846572
No.13: 1.00, 1.32, 6.07, 2.63, 3.04, 3.44, 1.02, 0.51, 1.02, 2.80, 0.1064587314060655
No.14: 0.94, 1.39, 6.08, 2.64, 3.04, 3.45, 1.02, 0.51, 1.02, 2.80, 0.11282606993116397
No.15: 0.98, 1.38, 5.73, 2.64, 3.05, 3.45, 1.02, 0.51, 1.02, 2.80, 0.1143251807215283
No.16: 0.98, 1.38, 5.98, 2.65, 3.06, 3.26, 1.02, 0.51, 1.02, 2.80, 0.11418821805615857
No.17: 0.97, 1.38, 5.97, 2.66, 3.07, 3.40, 1.03, 0.52, 0.97, 2.80, 0.11340826246912787
No.18: 0.97, 1.37, 5.97, 2.67, 3.08, 3.40, 1.03, 0.52, 1.01, 2.71, 0.11166821632796031
No.19: 0.97, 1.36, 5.96, 2.68, 3.10, 3.40, 1.04, 0.52, 1.01, 2.80, 0.10981941209434656
No.20: 0.97, 1.35, 5.95, 2.70, 3.11, 3.40, 1.04, 0.49, 1.01, 2.80, 0.10819001569429712
No.21: 0.96, 1.34, 5.94, 2.72, 2.96, 3.40, 1.05, 0.52, 1.01, 2.80, 0.10558319941764605
No.22: 0.96, 1.34, 5.93, 2.73, 2.94, 3.40, 1.05, 0.52, 1.01, 2.80, 0.1055525969096233
No.23: 0.96, 1.33, 5.92, 2.59, 3.09, 3.40, 1.06, 0.52, 1.01, 2.80, 0.10402345731967018
No.24: 0.96, 1.32, 5.92, 2.57, 3.10, 3.40, 1.06, 0.52, 1.01, 2.80, 0.10248577801843298
No.25: 0.95, 1.32, 5.91, 2.71, 3.11, 3.40, 1.01, 0.52, 1.01, 2.80, 0.10199254332150197
No.26: 0.95, 1.31, 5.90, 2.72, 3.12, 3.39, 1.01, 0.52, 1.01, 2.80, 0.10041116914304334
No.27: 0.95, 1.32, 6.21, 2.69, 3.08, 3.33, 1.04, 0.52, 1.00, 2.80, 0.10201143908130439
No.28: 0.95, 1.31, 6.01, 2.69, 3.08, 3.54, 1.04, 0.51, 0.99, 2.80, 0.10086956816333581
No.29: 0.95, 1.30, 6.03, 2.69, 3.07, 3.43, 1.04, 0.51, 1.05, 2.78, 0.09908312414378898
No.30: 0.95, 1.30, 6.03, 2.69, 3.07, 3.43, 1.05, 0.51, 1.06, 2.77, 0.09897644101392962
No.31: 0.99, 1.27, 5.91, 2.72, 3.10, 3.38, 1.06, 0.52, 1.01, 2.79, 0.09678006705544706
No.32: 0.99, 1.26, 5.89, 2.73, 3.11, 3.37, 1.06, 0.52, 1.01, 2.79, 0.09522054949961853
No.33: 0.96, 1.27, 6.01, 2.70, 3.07, 3.42, 1.05, 0.51, 1.02, 2.80, 0.09527155316352316
No.34: 0.96, 1.26, 6.03, 2.69, 3.05, 3.43, 1.05, 0.51, 1.02, 2.80, 0.09397771056438195
No.35: 0.95, 1.25, 6.03, 2.69, 3.04, 3.43, 1.05, 0.51, 1.02, 2.80, 0.09199124687480786
No.36: 0.96, 1.24, 6.05, 2.67, 3.02, 3.43, 1.05, 0.54, 1.02, 2.80, 0.09128483806715405
No.37: 0.96, 1.23, 6.06, 2.66, 3.01, 3.44, 1.05, 0.54, 1.02, 2.80, 0.0900354518373152
No.38: 0.92, 1.26, 5.93, 2.74, 3.09, 3.39, 1.08, 0.53, 1.01, 2.80, 0.0906600215679406
No.39: 0.95, 1.23, 6.07, 2.64, 3.22, 3.43, 1.04, 0.52, 1.02, 2.80, 0.08945498733782674
No.40: 0.94, 1.22, 6.08, 2.64, 3.24, 3.44, 1.04, 0.52, 1.02, 2.80, 0.08764602501318067
No.41: 0.95, 1.22, 6.11, 2.81, 3.08, 3.44, 1.03, 0.52, 1.02, 2.80, 0.08799190955010665
No.42: 0.95, 1.20, 5.80, 2.72, 3.10, 3.53, 1.05, 0.52, 1.04, 2.80, 0.08534997545421008
No.43: 0.95, 1.19, 5.76, 2.73, 3.10, 3.54, 1.05, 0.52, 1.04, 2.80, 0.0840666944412854
No.44: 0.95, 1.19, 5.95, 2.73, 3.11, 3.32, 1.05, 0.53, 1.06, 2.80, 0.08366382985717977
No.45: 0.95, 1.18, 5.94, 2.74, 3.11, 3.30, 1.05, 0.53, 1.06, 2.80, 0.08236042816367979
No.46: 0.95, 1.17, 6.07, 2.70, 3.06, 3.45, 1.10, 0.52, 1.04, 2.80, 0.08156505719837526
No.47: 0.95, 1.16, 6.09, 2.70, 3.06, 3.45, 1.10, 0.52, 1.05, 2.80, 0.0804457741408992
No.48: 0.96, 1.15, 5.95, 2.74, 3.11, 3.41, 1.07, 0.53, 0.99, 2.80, 0.07947323924090512
No.49: 0.96, 1.14, 5.94, 2.74, 3.11, 3.41, 1.07, 0.53, 0.99, 2.80, 0.07832498494906061
No.50: 0.95, 1.15, 5.96, 2.74, 3.12, 3.42, 1.07, 0.53, 1.03, 2.73, 0.07908242986042004
No.51: 0.91, 1.14, 6.09, 2.71, 3.08, 3.48, 1.06, 0.53, 1.05, 2.80, 0.07697408722062252
No.52: 0.90, 1.12, 6.11, 2.71, 3.08, 3.49, 1.05, 0.53, 1.05, 2.80, 0.0747075441245488
No.53: 0.93, 1.13, 5.97, 2.75, 3.16, 3.43, 1.07, 0.55, 1.04, 2.80, 0.0760463854298616
No.54: 0.97, 1.09, 6.08, 2.70, 3.13, 3.48, 1.04, 0.53, 1.05, 2.80, 0.07413700878440005
No.55: 0.97, 1.07, 6.09, 2.70, 3.13, 3.49, 1.04, 0.53, 1.05, 2.80, 0.07214590531815841
No.56: 0.94, 1.08, 5.95, 2.79, 3.23, 3.44, 1.07, 0.52, 1.05, 2.80, 0.07118791610174115
No.57: 0.93, 1.06, 5.94, 2.80, 3.26, 3.45, 1.07, 0.51, 1.05, 2.80, 0.06895998913844033
No.58: 0.94, 1.06, 5.86, 2.63, 3.19, 3.44, 1.09, 0.54, 1.06, 2.80, 0.06937358266710364
No.59: 0.94, 1.04, 5.85, 2.81, 3.02, 3.45, 1.09, 0.54, 1.06, 2.80, 0.06716698878701538
No.60: 0.94, 1.02, 5.83, 2.83, 3.00, 3.45, 1.09, 0.54, 1.07, 2.80, 0.06529284687972985
No.61: 0.94, 1.02, 6.19, 2.74, 3.14, 3.32, 1.09, 0.54, 1.05, 2.80, 0.0656498743181617
No.62: 0.93, 1.01, 6.05, 2.73, 3.14, 3.57, 1.10, 0.54, 1.02, 2.80, 0.06520001557701749
No.63: 0.93, 0.99, 6.06, 2.73, 3.14, 3.60, 1.10, 0.54, 1.02, 2.80, 0.06368681386309895
No.64: 0.93, 1.00, 5.90, 2.78, 3.21, 3.45, 1.04, 0.55, 1.04, 2.80, 0.06389971764157722
No.65: 0.93, 0.97, 6.02, 2.74, 3.17, 3.48, 1.08, 0.54, 1.05, 2.80, 0.06164711804397257
No.66: 0.92, 0.95, 6.02, 2.75, 3.17, 3.49, 1.08, 0.54, 1.05, 2.80, 0.05996203145485986
No.67: 0.91, 0.95, 6.05, 2.74, 3.18, 3.51, 1.08, 0.54, 1.11, 2.80, 0.059959350939653995
