############################################################
# group name of the atoms under study      : all
# total number of atoms in the group       : 512
# dimension of the system                  : 3 D
# number of atoms per unit cell            : 1
# dimension of the FFT mesh                : 8 x 8 x 8
# number of wait steps before measurement  : 50000
# frequency of the measurement             : 10
# output result after this many measurement: 5000
# number of processors used by this run    : 1
############################################################
# mapping information between lattice indices and atom id
# nx ny nz nucell
8 8 8 1
# l1 l2 l3 k atom_id
3 2 3 0 212
3 2 4 0 276
3 2 5 0 340
3 2 6 0 404
3 2 7 0 468
3 3 0 0 28
3 3 1 0 92
3 3 2 0 156
3 3 3 0 220
3 3 4 0 284
3 3 5 0 348
3 3 6 0 412
3 3 7 0 476
3 4 0 0 36
3 4 1 0 100
3 4 2 0 164
3 4 3 0 228
3 4 4 0 292
3 4 5 0 356
3 4 6 0 420
3 4 7 0 484
3 5 0 0 44
3 5 1 0 108
3 5 2 0 172
3 5 3 0 236
3 5 4 0 300
3 5 5 0 364
3 5 6 0 428
3 5 7 0 492
3 6 0 0 52
3 6 1 0 116
3 6 2 0 180
3 6 3 0 244
3 6 4 0 308
3 6 5 0 372
3 6 6 0 436
3 6 7 0 500
3 7 0 0 60
3 7 1 0 124
3 7 2 0 188
3 7 3 0 252
3 7 4 0 316
3 7 5 0 380
3 7 6 0 444
3 7 7 0 508
4 0 0 0 5
4 0 1 0 69
4 0 2 0 133
4 0 3 0 197
4 0 4 0 261
4 0 5 0 325
4 0 6 0 389
4 0 7 0 453
4 1 0 0 13
4 1 1 0 77
4 1 2 0 141
4 1 3 0 205
4 1 4 0 269
4 1 5 0 333
4 1 6 0 397
4 1 7 0 461
4 2 0 0 21
4 2 1 0 85
4 2 2 0 149
4 2 3 0 213
4 2 4 0 277
4 2 5 0 341
4 2 6 0 405
4 2 7 0 469
4 3 0 0 29
4 3 1 0 93
4 3 2 0 157
4 3 3 0 221
4 3 4 0 285
4 3 5 0 349
4 3 6 0 413
4 3 7 0 477
4 4 0 0 37
4 4 1 0 101
4 4 2 0 165
4 4 3 0 229
4 4 4 0 293
4 4 5 0 357
4 4 6 0 421
4 4 7 0 485
4 5 0 0 45
4 5 1 0 109
4 5 2 0 173
4 5 3 0 237
4 5 4 0 301
4 5 5 0 365
4 5 6 0 429
4 5 7 0 493
4 6 0 0 53
4 6 1 0 117
4 6 2 0 181
4 6 3 0 245
4 6 4 0 309
4 6 5 0 373
4 6 6 0 437
4 6 7 0 501
4 7 0 0 61
4 7 1 0 125
4 7 2 0 189
4 7 3 0 253
4 7 4 0 317
4 7 5 0 381
4 7 6 0 445
4 7 7 0 509
5 0 0 0 6
5 0 1 0 70
5 0 2 0 134
5 0 3 0 198
5 0 4 0 262
5 0 5 0 326
5 0 6 0 390
5 0 7 0 454
5 1 0 0 14
5 1 1 0 78
5 1 2 0 142
5 1 3 0 206
5 1 4 0 270
5 1 5 0 334
5 1 6 0 398
5 1 7 0 462
5 2 0 0 22
5 2 1 0 86
5 2 2 0 150
5 2 3 0 214
5 2 4 0 278
5 2 5 0 342
5 2 6 0 406
5 2 7 0 470
5 3 0 0 30
5 3 1 0 94
5 3 2 0 158
5 3 3 0 222
5 3 4 0 286
5 3 5 0 350
5 3 6 0 414
5 3 7 0 478
5 4 0 0 38
5 4 1 0 102
5 4 2 0 166
5 4 3 0 230
5 4 4 0 294
5 4 5 0 358
5 4 6 0 422
5 4 7 0 486
5 5 0 0 46
5 5 1 0 110
5 5 2 0 174
5 5 3 0 238
5 5 4 0 302
5 5 5 0 366
5 5 6 0 430
5 5 7 0 494
5 6 0 0 54
5 6 1 0 118
5 6 2 0 182
5 6 3 0 246
5 6 4 0 310
5 6 5 0 374
5 6 6 0 438
5 6 7 0 502
5 7 0 0 62
5 7 1 0 126
5 7 2 0 190
5 7 3 0 254
5 7 4 0 318
5 7 5 0 382
5 7 6 0 446
5 7 7 0 510
6 0 0 0 7
6 0 1 0 71
6 0 2 0 135
6 0 3 0 199
6 0 4 0 263
6 0 5 0 327
6 0 6 0 391
6 0 7 0 455
6 1 0 0 15
6 1 1 0 79
6 1 2 0 143
6 1 3 0 207
6 1 4 0 271
6 1 5 0 335
6 1 6 0 399
6 1 7 0 463
6 2 0 0 23
6 2 1 0 87
6 2 2 0 151
6 2 3 0 215
6 2 4 0 279
6 2 5 0 343
6 2 6 0 407
6 2 7 0 471
6 3 0 0 31
6 3 1 0 95
6 3 2 0 159
6 3 3 0 223
6 3 4 0 287
6 3 5 0 351
6 3 6 0 415
6 3 7 0 479
6 4 0 0 39
6 4 1 0 103
6 4 2 0 167
6 4 3 0 231
6 4 4 0 295
6 4 5 0 359
6 4 6 0 423
6 4 7 0 487
6 5 0 0 47
6 5 1 0 111
6 5 2 0 175
6 5 3 0 239
6 5 4 0 303
6 5 5 0 367
6 5 6 0 431
6 5 7 0 495
6 6 0 0 55
6 6 1 0 119
6 6 2 0 183
6 6 3 0 247
6 6 4 0 311
6 6 5 0 375
6 6 6 0 439
6 6 7 0 503
6 7 0 0 63
6 7 1 0 127
6 7 2 0 191
6 7 3 0 255
6 7 4 0 319
6 7 5 0 383
6 7 6 0 447
6 7 7 0 511
7 0 0 0 8
7 0 1 0 72
7 0 2 0 136
7 0 3 0 200
7 0 4 0 264
7 0 5 0 328
7 0 6 0 392
7 0 7 0 456
7 1 0 0 16
7 1 1 0 80
7 1 2 0 144
7 1 3 0 208
7 1 4 0 272
7 1 5 0 336
7 1 6 0 400
7 1 7 0 464
7 2 0 0 24
7 2 1 0 88
7 2 2 0 152
7 2 3 0 216
7 2 4 0 280
7 2 5 0 344
7 2 6 0 408
7 2 7 0 472
7 3 0 0 32
7 3 1 0 96
7 3 2 0 160
7 3 3 0 224
7 3 4 0 288
7 3 5 0 352
7 3 6 0 416
7 3 7 0 480
7 4 0 0 40
7 4 1 0 104
7 4 2 0 168
7 4 3 0 232
7 4 4 0 296
7 4 5 0 360
7 4 6 0 424
7 4 7 0 488
7 5 0 0 48
7 5 1 0 112
7 5 2 0 176
7 5 3 0 240
7 5 4 0 304
7 5 5 0 368
7 5 6 0 432
7 5 7 0 496
7 6 0 0 56
7 6 1 0 120
7 6 2 0 184
7 6 3 0 248
7 6 4 0 312
7 6 5 0 376
7 6 6 0 440
7 6 7 0 504
7 7 0 0 64
7 7 1 0 128
7 7 2 0 192
7 7 3 0 256
7 7 4 0 320
7 7 5 0 384
7 7 6 0 448
7 7 7 0 512
############################################################
############################################################
# Current time step                      : 100000
# Total number of measurements           : 5000
# Average temperature of the measurement : 299.368
# Boltzmann constant under current units : 8.61734e-05
# basis vector A1 = [2.56872 0 0]
# basis vector A2 = [1.28436 2.22458 0]
# basis vector A3 = [1.28436 0.741526 2.09735]
############################################################
# qx	 qy 	 qz 		 Phi(q)
0 0 0 0 0 0 0 0 0 0 0 0 -0 0 0 0 0 0 0 0 0
0 0 0.125 0.00569112 0 0.000264981 -0.00220536 -0.000185554 0.000159573 0.000264981 0.00220536 0.00420478 0 -2.2977e-05 -7.918e-05 -0.000185554 -0.000159573 -2.2977e-05 7.918e-05 0.0351046 0
0 0 0.25 0.0174006 -4.38401e-23 -0.000429001 0.000690145 -0.000161137 0.00018665 -0.000429001 -0.000690145 0.0175619 0 -0.00033366 -0.000283534 -0.000161137 -0.00018665 -0.00033366 0.000283534 0.113189 2.0915e-22
0 0 0.375 0.0243864 2.80577e-21 -0.000270039 0.00226518 -0.00023071 -0.000496841 -0.000270039 -0.00226518 0.0255651 -8.98769e-24 4.0958e-06 0.000167013 -0.00023071 0.000496841 4.0958e-06 -0.000167013 0.178501 -6.50191e-23
0 0 0.5 0.0293269 0 0.00356091 0 -0.000674056 0 0.00356091 0 0.0393595 0 -0.000819913 0 -0.000674056 0 -0.000819913 0 0.320572 0
0 0 0.625 0.0243864 8.76803e-23 -0.000270039 -0.00226518 -0.00023071 0.000496841 -0.000270039 0.00226518 0.0255651 5.43424e-21 4.0958e-06 -0.000167013 -0.00023071 -0.000496841 4.0958e-06 0.000167013 0.178501 6.09554e-23
0 0 0.75 0.0174006 4.38401e-23 -0.000429001 -0.000690145 -0.000161137 -0.00018665 -0.000429001 0.000690145 0.0175619 0 -0.00033366 0.000283534 -0.000161137 0.00018665 -0.00033366 -0.000283534 0.113189 -2.0915e-22
0 0 0.875 0.00569112 3.47171e-20 0.000264981 0.00220536 -0.000185554 -0.000159573 0.000264981 -0.00220536 0.00420478 -2.26434e-20 -2.2977e-05 7.918e-05 -0.000185554 0.000159573 -2.2977e-05 -7.918e-05 0.0351046 -4.02351e-23
0 0.125 0 0.00519507 2.61778e-18 -0.00061354 -0.000984087 -0.0015563 -0.00293741 -0.00061354 0.000984087 0.0333552 1.3467e-17 -0.00653684 0.00023769 -0.0015563 0.00293741 -0.00653684 -0.00023769 0.0166625 1.65978e-17
0 0.125 0.125 0.0176119 -4.48923e-20 0.00116974 0.00130018 -0.00139444 -0.00216534 0.00116974 -0.00130018 0.0287782 1.37513e-20 0.00938185 5.3075e-05 -0.00139444 0.00216534 0.00938185 -5.3075e-05 0.021836 -2.53149e-20
0 0.125 0.25 0.029473 -1.83127e-20 -0.00299547 -0.000114952 0.000814591 0.000211933 -0.00299547 0.000114952 0.0284562 -6.44237e-20 0.0135735 -1.76867e-05 0.000814591 -0.000211933 0.0135735 1.76867e-05 0.0661952 -9.90004e-20
0 0.125 0.375 0.050938 7.58294e-21 0.000379388 -0.00112483 -0.00042867 0.000229173 0.000379388 0.00112483 0.0539228 -5.52204e-20 0.0263235 -0.000329621 -0.00042867 -0.000229173 0.0263235 0.000329621 0.216576 -2.66086e-19
0 0.125 0.5 0.0508583 -1.2056e-22 0.000160416 -8.262e-05 9.87723e-05 0.000185407 0.000160416 8.262e-05 0.058064 1.68295e-20 0.0102877 -0.000427195 9.87723e-05 -0.000185407 0.0102877 0.000427195 0.229152 8.24005e-20
0 0.125 0.625 0.0383844 -9.20643e-22 6.68693e-05 -7.88543e-05 -0.000172497 0.000311499 6.68693e-05 7.88543e-05 0.0652027 2.8485e-20 -0.00673984 -0.000269107 -0.000172497 -0.000311499 -0.00673984 0.000269107 0.19287 8.72937e-20
0 0.125 0.75 0.0202179 -6.57602e-23 0.000128261 0.00020573 0.000243954 3.14338e-05 0.000128261 -0.00020573 0.0514698 -5.56293e-20 -0.0204051 -0.000147169 0.000243954 -3.14338e-05 -0.0204051 0.000147169 0.136595 -1.31887e-19
0 0.125 0.875 0.00965042 6.57602e-23 -3.25099e-05 -0.00012139 8.04472e-05 -0.000126308 -3.25099e-05 0.00012139 0.0451329 -4.5309e-20 -0.0105369 -0.000260527 8.04472e-05 0.000126308 -0.0105369 0.000260527 0.0516121 -6.67947e-20
0 0.25 0 0.0217921 1.21173e-18 5.87516e-05 -0.000707482 0.00173676 -0.00125783 5.87516e-05 0.000707482 0.101158 2.35987e-16 -0.0287972 0.000243592 0.00173676 0.00125783 -0.0287972 -0.000243592 0.0292755 7.0049e-17
0 0.25 0.125 0.0416495 -1.64111e-21 -6.66154e-05 -0.000709498 -0.000790928 0.000200454 -6.66154e-05 0.000709498 0.104833 2.45918e-20 -0.00195529 -0.000121197 -0.000790928 -0.000200454 -0.00195529 0.000121197 0.022117 4.21914e-21
0 0.25 0.25 0.055177 -3.36692e-20 0.00267026 0.00165921 -0.00395472 -0.00307492 0.00267026 -0.00165921 0.07577 1.48946e-19 0.0156974 0.000183075 -0.00395472 0.00307492 0.0156974 -0.000183075 0.0643267 -3.42262e-20
0 0.25 0.375 0.0650742 6.45327e-20 -0.00219092 -0.00182072 0.00113696 0.00115146 -0.00219092 0.00182072 0.108478 -1.98867e-19 0.0320295 -0.000587552 0.00113696 -0.00115146 0.0320295 0.000587552 0.140876 -3.31756e-19
0 0.25 0.5 0.0911689 2.10433e-21 0.000524249 0.000805959 -0.000845324 0.000691003 0.000524249 -0.000805959 0.105099 3.6676e-20 0.0224636 0.00047699 -0.000845324 -0.000691003 0.0224636 -0.00047699 0.158095 2.69294e-20
0 0.25 0.625 0.0690515 1.07847e-20 0.000835826 -0.000623922 -0.000731664 0.000167074 0.000835826 0.000623922 0.13827 1.92873e-20 0.00404207 0.000599541 -0.000731664 -0.000167074 0.00404207 -0.000599541 0.197208 1.39675e-20
0 0.25 0.75 0.0356506 4.99778e-21 -0.000535552 0.000370409 0.000342623 -0.000302291 -0.000535552 -0.000370409 0.112993 4.16542e-19 -0.0301843 -0.00107012 0.000342623 0.000302291 -0.0301843 0.00107012 0.132251 5.16234e-19
0 0.25 0.875 0.0178034 5.48002e-22 -0.000391121 0.000152792 0.000206827 -0.000151586 -0.000391121 -0.000152792 0.110687 5.64195e-20 -0.0306107 -0.000450273 0.000206827 0.000151586 -0.0306107 0.000450273 0.0795552 4.40967e-20
0 0.375 0 0.0298748 -4.35552e-19 -0.000209328 0.000291604 0.00125477 0.000716907 -0.000209328 -0.000291604 0.172748 1.6909e-16 -0.0510547 0.000412064 0.00125477 -0.000716907 -0.0510547 -0.000412064 0.0468829 4.5209e-17
0 0.375 0.125 0.0436741 -2.27969e-21 0.000151963 0.000652577 0.00053153 0.001669 0.000151963 -0.000652577 0.144362 -1.48687e-19 -0.0187559 7.78643e-05 0.00053153 -0.001669 -0.0187559 -7.78643e-05 0.0467326 -5.34425e-20
0 0.375 0.25 0.0716909 -3.85793e-21 -0.000106666 0.000796302 0.000372154 -0.00311129 -0.000106666 -0.000796302 0.144072 -3.56766e-20 0.0168033 0.000123843 0.000372154 0.00311129 0.0168033 -0.000123843 0.076232 -2.2571e-20
0 0.375 0.375 0.0798717 1.79569e-19 0.00520624 -0.00478136 -0.00719789 0.00588345 0.00520624 0.00478136 0.170152 3.60537e-19 0.0488017 -0.000308154 -0.00719789 -0.00588345 0.0488017 0.000308154 0.134157 6.44248e-20
0 0.375 0.5 0.0996472 -1.40288e-21 0.000402868 -0.000688032 -0.000564105 0.000422856 0.000402868 0.000688032 0.163509 -1.87275e-19 0.0475472 -0.000402781 -0.000564105 -0.000422856 0.0475472 0.000402781 0.151554 -1.84971e-19
0 0.375 0.625 0.0826041 3.15649e-21 -0.00010499 -0.000368811 0.000522035 0.000102715 -0.00010499 0.000368811 0.204257 -8.69308e-20 0.0223041 0.00373926 0.000522035 -0.000102715 0.0223041 -0.00373926 0.185592 -8.27577e-20
0 0.375 0.75 0.0506713 4.55937e-21 0.00041739 0.00031134 -0.00108189 0.000461208 0.00041739 -0.00031134 0.186383 -2.55732e-19 -0.01604 0.000881502 -0.00108189 -0.000461208 -0.01604 -0.000881502 0.140142 -1.51164e-19
0 0.375 0.875 0.0276152 -1.096e-23 -2.15643e-05 0.000124081 8.1721e-06 0.000282476 -2.15643e-05 -0.000124081 0.154434 -3.22092e-19 -0.0395787 0.000268859 8.1721e-06 -0.000282476 -0.0395787 -0.000268859 0.0729993 -1.57466e-19
0 0.5 0 0.039824 0 0.000962363 0 0.00319983 0 0.000962363 0 0.227817 0 -0.0646819 0 0.00319983 0 -0.0646819 0 0.0664375 0
0 0.5 0.125 0.0358036 -5.91842e-22 -0.000292684 -0.000140684 -0.000293087 -0.00034568 -0.000292684 0.000140684 0.221004 4.15001e-19 -0.0480203 -0.000375771 -0.000293087 0.00034568 -0.0480203 0.000375771 0.0676372 1.32021e-19
0 0.5 0.25 0.0757058 1.75361e-22 0.000756886 6.57651e-05 0.00066075 -8.71252e-05 0.000756886 -6.57651e-05 0.184958 2.77352e-22 -0.000184837 -0.000912801 0.00066075 8.71252e-05 -0.000184837 0.000912801 0.120996 -3.13552e-21
0 0.5 0.375 0.0864337 -4.38401e-22 -0.000150428 0.00062556 -0.000995369 -0.000877121 -0.000150428 -0.00062556 0.228016 -1.39017e-18 0.06326 -0.00106771 -0.000995369 0.000877121 0.06326 0.00106771 0.139976 -8.10076e-19
0 0.5 0.5 0.101653 0 -0.00812226 0 0.0124309 0 -0.00812226 0 0.168933 0 0.0463525 0 0.0124309 0 0.0463525 0 0.136509 0
0 0.5 0.625 0.0864337 -3.33185e-21 -0.000150428 -0.00062556 -0.000995369 0.000877121 -0.000150428 0.00062556 0.228016 2.52911e-21 0.06326 0.00106771 -0.000995369 -0.000877121 0.06326 -0.00106771 0.139976 -1.95724e-21
0 0.5 0.75 0.0757058 -1.75361e-22 0.000756886 -6.57651e-05 0.00066075 8.71252e-05 0.000756886 6.57651e-05 0.184958 -2.77352e-22 -0.000184837 0.000912801 0.00066075 -8.71252e-05 -0.000184837 -0.000912801 0.120996 3.13552e-21
0 0.5 0.875 0.0358036 7.45282e-22 -0.000292684 0.000140684 -0.000293087 0.00034568 -0.000292684 -0.000140684 0.221004 3.6273e-19 -0.0480203 0.000375771 -0.000293087 -0.00034568 -0.0480203 -0.000375771 0.0676372 1.12938e-19
0 0.625 0 0.0298748 -1.04138e-18 -0.000209328 -0.000291604 0.00125477 -0.000716907 -0.000209328 0.000291604 0.172748 4.69858e-16 -0.0510547 -0.000412064 0.00125477 0.000716907 -0.0510547 0.000412064 0.0468829 1.25942e-16
0 0.625 0.125 0.0276152 8.49403e-23 -2.15643e-05 -0.000124081 8.1721e-06 -0.000282476 -2.15643e-05 0.000124081 0.154434 -9.88561e-20 -0.0395787 -0.000268859 8.1721e-06 0.000282476 -0.0395787 0.000268859 0.0729993 -5.62069e-20
0 0.625 0.25 0.0506713 2.98113e-21 0.00041739 -0.00031134 -0.00108189 -0.000461208 0.00041739 0.00031134 0.186383 2.34327e-19 -0.01604 -0.000881502 -0.00108189 0.000461208 -0.01604 0.000881502 0.140142 1.97554e-19
0 0.625 0.375 0.0826041 1.38096e-21 -0.00010499 0.000368811 0.000522035 -0.000102715 -0.00010499 -0.000368811 0.204257 -2.57748e-19 0.0223041 -0.00373926 0.000522035 0.000102715 0.0223041 0.00373926 0.185592 -1.77965e-19
0 0.625 0.5 0.0996472 -7.01442e-22 0.000402868 0.000688032 -0.000564105 -0.000422856 0.000402868 -0.000688032 0.163509 8.32335e-19 0.0475472 0.000402781 -0.000564105 0.000422856 0.0475472 -0.000402781 0.151554 7.40092e-19
0 0.625 0.625 0.0798717 6.73385e-20 0.00520624 0.00478136 -0.00719789 -0.00588345 0.00520624 -0.00478136 0.170152 -4.50671e-19 0.0488017 0.000308154 -0.00719789 0.00588345 0.0488017 -0.000308154 0.134157 -5.81973e-19
0 0.625 0.75 0.0716909 4.82242e-21 -0.000106666 -0.000796302 0.000372154 0.00311129 -0.000106666 0.000796302 0.144072 1.27897e-20 0.0168033 -0.000123843 0.000372154 -0.00311129 0.0168033 0.000123843 0.076232 1.42017e-20
0 0.625 0.875 0.0436741 1.25383e-20 0.000151963 -0.000652577 0.00053153 -0.001669 0.000151963 0.000652577 0.144362 -2.89263e-19 -0.0187559 -7.78643e-05 0.00053153 0.001669 -0.0187559 7.78643e-05 0.0467326 -7.36085e-20
0 0.75 0 0.0217921 -1.21173e-18 5.87516e-05 0.000707482 0.00173676 0.00125783 5.87516e-05 -0.000707482 0.101158 -2.35987e-16 -0.0287972 -0.000243592 0.00173676 -0.00125783 -0.0287972 0.000243592 0.0292755 -7.0049e-17
0 0.75 0.125 0.0178034 1.66593e-21 -0.000391121 -0.000152792 0.000206827 0.000151586 -0.000391121 0.000152792 0.110687 -2.70972e-19 -0.0306107 0.000450273 0.000206827 -0.000151586 -0.0306107 -0.000450273 0.0795552 -2.24691e-19
0 0.75 0.25 0.0356506 -5.17314e-21 -0.000535552 -0.000370409 0.000342623 0.000302291 -0.000535552 0.000370409 0.112993 -4.16542e-19 -0.0301843 0.00107012 0.000342623 -0.000302291 -0.0301843 -0.00107012 0.132251 -5.16519e-19
0 0.75 0.375 0.0690515 9.11875e-21 0.000835826 0.000623922 -0.000731664 -0.000167074 0.000835826 -0.000623922 0.13827 7.89328e-20 0.00404207 -0.000599541 -0.000731664 0.000167074 0.00404207 0.000599541 0.197208 1.02534e-19
0 0.75 0.5 0.0911689 -2.10433e-21 0.000524249 -0.000805959 -0.000845324 -0.000691003 0.000524249 0.000805959 0.105099 -3.6676e-20 0.0224636 -0.00047699 -0.000845324 0.000691003 0.0224636 0.00047699 0.158095 -2.69294e-20
0 0.75 0.625 0.0650742 -5.19067e-20 -0.00219092 0.00182072 0.00113696 -0.00115146 -0.00219092 -0.00182072 0.108478 -1.31724e-19 0.0320295 0.000587552 0.00113696 0.00115146 0.0320295 -0.000587552 0.140876 -1.65878e-19
0 0.75 0.75 0.055177 3.36692e-20 0.00267026 -0.00165921 -0.00395472 0.00307492 0.00267026 0.00165921 0.07577 -1.48946e-19 0.0156974 -0.000183075 -0.00395472 -0.00307492 0.0156974 0.000183075 0.0643267 3.42262e-20
0 0.75 0.875 0.0416495 1.86908e-20 -6.66154e-05 0.000709498 -0.000790928 -0.000200454 -6.66154e-05 -0.000709498 0.104833 -1.14049e-20 -0.00195529 0.000121197 -0.000790928 0.000200454 -0.00195529 -0.000121197 0.022117 5.97712e-21
0 0.875 0 0.00519507 -9.53962e-19 -0.00061354 0.000984087 -0.0015563 0.00293741 -0.00061354 -0.000984087 0.0333552 1.42244e-17 -0.00653684 -0.00023769 -0.0015563 -0.00293741 -0.00653684 0.00023769 0.0166625 4.63059e-18
0 0.875 0.125 0.00965042 1.096e-23 -3.25099e-05 0.00012139 8.04472e-05 0.000126308 -3.25099e-05 -0.00012139 0.0451329 -7.95304e-20 -0.0105369 0.000260527 8.04472e-05 -0.000126308 -0.0105369 -0.000260527 0.0516121 -9.96702e-20
0 0.875 0.25 0.0202179 1.4248e-21 0.000128261 -0.00020573 0.000243954 -3.14338e-05 0.000128261 0.00020573 0.0514698 2.72167e-20 -0.0204051 0.000147169 0.000243954 3.14338e-05 -0.0204051 -0.000147169 0.136595 5.69583e-20
0 0.875 0.375 0.0383844 3.28801e-22 6.68693e-05 7.88543e-05 -0.000172497 -0.000311499 6.68693e-05 -7.88543e-05 0.0652027 2.69193e-20 -0.00673984 0.000269107 -0.000172497 0.000311499 -0.00673984 -0.000269107 0.19287 7.42376e-20
0 0.875 0.5 0.0508583 1.096e-21 0.000160416 8.262e-05 9.87723e-05 -0.000185407 0.000160416 -8.262e-05 0.058064 2.37305e-20 0.0102877 0.000427195 9.87723e-05 0.000185407 0.0102877 -0.000427195 0.229152 6.90599e-20
0 0.875 0.625 0.050938 -1.05104e-21 0.000379388 0.00112483 -0.00042867 -0.000229173 0.000379388 -0.00112483 0.0539228 -2.40704e-20 0.0263235 0.000329621 -0.00042867 0.000229173 0.0263235 -0.000329621 0.216576 -7.92515e-20
0 0.875 0.75 0.029473 -1.26636e-20 -0.00299547 0.000114952 0.000814591 -0.000211933 -0.00299547 -0.000114952 0.0284562 -4.67249e-20 0.0135735 1.76867e-05 0.000814591 0.000211933 0.0135735 -1.76867e-05 0.0661952 -9.57815e-20
0 0.875 0.875 0.0176119 -6.73385e-20 0.00116974 -0.00130018 -0.00139444 0.00216534 0.00116974 0.00130018 0.0287782 1.06573e-19 0.00938185 -5.3075e-05 -0.00139444 -0.00216534 0.00938185 5.3075e-05 0.021836 -1.05867e-20
