Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Ac, -93.76294362, Ac.us.z_11.ld1.psl.v1.0.0-high.upf, 40.0, 320.0, 11.00, 100US, 0.01, 0.06
Ag, -287.13583957, Ag_ONCV_PBE-1.0.oncvpsp.upf, 55.0, 220.0, 19.00, SG15, 0.00, 0.00
Al, -39.24689652, Al.pbe-n-kjpaw_psl.1.0.0.UPF, 30.0, 240.0, 3.00, 100PAW, -0.00, 0.04
Am, -1139.36654361, Am.paw.z_17.ld1.uni-marburg.v0.upf, 60.0, 480.0, 17.00, MalteSachs, 3.00, 3.92
Ar, -95.08236840, Ar.paw.z_8.ld1.psl.v1.0.0-high.upf, 120.0, 960.0, 8.00, 100PAW, -0.00, 0.00
As, -211.79918521, As.nc.z_15.oncvpsp3.dojo.v4-std.upf, 75.0, 300.0, 15.00, Dojo, 0.00, 0.01
At, -220.36277378, At.us.z_17.ld1.psl.v1.0.0-high.upf, 80.0, 640.0, 17.00, 100US, -1.00, 1.03
Au, -274.43646396, Au_ONCV_PBE-1.0.oncvpsp.upf, 50.0, 200.0, 19.00, SG15, -0.01, 0.01
Ba, -55.88176649, Ba.nc.z_10.oncvpsp4.dojo.v4-sp.upf, 35.0, 140.0, 10.00, Dojo, 0.00, 0.00
Be, -26.30344287, Be_ONCV_PBE-1.0.oncvpsp.upf, 55.0, 220.0, 4.00, SG15, -0.00, 0.00
Bi, -185.00915031, Bi_pbe_v1.uspp.F.UPF, 50.0, 400.0, 15.00, GBRV-1.2, 0.00, 0.01
Bk, -1226.82088070, Bk.paw.z_19.ld1.uni-marburg.v0.upf, 60.0, 480.0, 19.00, MalteSachs, -5.00, 5.17
B, -6.04311101, B_pbe_v1.01.uspp.F.UPF, 55.0, 440.0, 3.00, GBRV-1.2, -1.00, 1.03
Br, -46.74262634, br_pbe_v1.4.uspp.F.UPF, 90.0, 720.0, 7.00, GBRV-1.4, -1.00, 1.00
Ca, -74.79164503, Ca_pbe_v1.uspp.F.UPF, 30.0, 240.0, 10.00, GBRV-1.2, -0.00, 0.00
Cd, -606.10772100, Cd.paw.z_20.ld1.psl.v1.0.0-high.upf, 100.0, 800.0, 20.00, 100PAW, -0.00, 0.00
Ce, -481.71590682, Ce.paw.z_12.atompaw.wentzcovitch.v1.2.upf, 50.0, 400.0, 12.00, Wentzcovitch, -0.04, 1.93
Cf, -1274.79710910, Cf.paw.z_20.ld1.uni-marburg.v0.upf, 60.0, 480.0, 20.00, MalteSachs, 4.00, 4.11
Cl, -34.49679792, Cl.pbe-n-rrkjus_psl.1.0.0.UPF, 100.0, 800.0, 7.00, 100US, -1.00, 1.06
Cm, -1181.55547855, Cm.paw.z_18.ld1.uni-marburg.v0.upf, 60.0, 480.0, 18.00, MalteSachs, -0.00, 2.41
Co, -298.11194794, Co_pbe_v1.2.uspp.F.UPF, 90.0, 1080.0, 17.00, GBRV-1.2, 3.00, 3.00
C, -17.86656429, C.pbe-n-kjpaw_psl.1.0.0.UPF, 45.0, 360.0, 4.00, 100PAW, -2.00, 2.01
Cr, -175.20245146, cr_pbe_v1.5.uspp.F.UPF, 40.0, 320.0, 14.00, GBRV-1.5, 6.00, 6.00
Cs, -46.73120152, Cs.nc.z_9.oncvpsp3.dojo.v4-str.upf, 45.0, 180.0, 9.00, Dojo, -0.00, 0.00
Cu, -212.82419932, Cu.paw.z_11.ld1.psl.v1.0.0-low.upf, 90.0, 720.0, 11.00, 100PAW-low, 0.00, 0.00
Dy, -777.09656264, Dy.paw.z_20.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 20.00, Wentzcovitch, -4.07, 4.11
Er, -885.70717998, Er.paw.z_22.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 22.00, Wentzcovitch, 0.00, 0.58
Es, -1325.82217963, Es.paw.z_21.ld1.uni-marburg.v0.upf, 60.0, 480.0, 21.00, MalteSachs, -3.00, 3.04
Eu, -642.04576295, Eu.paw.z_17.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 17.00, Wentzcovitch, 1.00, 1.53
Fe, -328.91220284, Fe.pbe-spn-kjpaw_psl.0.2.1.UPF, 90.0, 1080.0, 16.00, 031PAW, 4.00, 4.03
Fm, -1380.01108289, Fm.paw.z_22.ld1.uni-marburg.v0.upf, 60.0, 480.0, 22.00, MalteSachs, -1.98, 1.99
F, -49.01007320, F.oncvpsp.upf, 90.0, 360.0, 7.00, Dojo, 0.00, 0.00
Fr, -1071.63181686, Fr.paw.z_19.ld1.psl.v1.0.0-high.upf, 150.0, 1200.0, 19.00, 100PAW, 0.00, 0.00
Ga, -277.73568299, Ga.pbe-dn-kjpaw_psl.1.0.0.UPF, 90.0, 720.0, 13.00, 100PAW, 0.26, 0.61
Gd, -683.74332722, Gd.paw.z_18.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 18.00, Wentzcovitch, -6.96, 7.06
Ge, -213.33510248, ge_pbe_v1.4.uspp.F.UPF, 45.0, 360.0, 14.00, GBRV-1.4, -0.00, 0.01
He, -5.57583843, He_ONCV_PBE-1.0.oncvpsp.upf, 55.0, 220.0, 2.00, SG15, -0.00, 0.00
Hf, -112.33962331, Hf-sp.oncvpsp.upf, 55.0, 220.0, 12.00, Dojo, 0.61, 1.38
Hg, -107.76627059, Hg.us.z_12.uspp.gbrv.v1.upf, 65.0, 390.0, 12.00, GBRV-v1.0, -0.00, 0.00
H, -0.91799316, H_ONCV_PBE-1.0.oncvpsp.upf, 80.0, 320.0, 1.00, SG15, -0.00, 0.00
Ho, -829.44769690, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 21.00, Wentzcovitch, -3.00, 3.05
I, -198.64351302, I.nc.z_17.oncvpsp4.sg15.v0.upf, 65.0, 260.0, 17.00, SG15, -1.00, 1.00
In, -144.67901694, In.pbe-dn-rrkjus_psl.0.2.2.UPF, 50.0, 400.0, 13.00, 031US, -0.00, 0.05
Ir, -963.49756983, Ir.us.z_31.ld1.psl.v1.0.0-high.upf, 90.0, 720.0, 31.00, 100US, -3.00, 3.01
K, -112.96767533, K.pbe-spn-kjpaw_psl.1.0.0.UPF, 60.0, 480.0, 9.00, 100PAW, 0.00, 0.00
Kr, -504.25079959, Kr.paw.z_18.ld1.psl.v1.0.0-high.upf, 200.0, 1200.0, 18.00, 100PAW, 0.00, 0.00
La, -457.93745839, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 11.00, Wentzcovitch, -1.00, 1.82
Li, -14.34847267, li_pbe_v1.4.uspp.F.UPF, 40.0, 320.0, 3.00, GBRV-1.4, 0.00, 0.00
Lr, -1562.22743546, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60.0, 480.0, 25.00, MalteSachs, -0.02, 0.07
Lu, -1079.86461654, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45.0, 360.0, 25.00, Wentzcovitch, -0.05, 0.74
Md, -1437.52700621, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60.0, 480.0, 23.00, MalteSachs, -0.80, 0.81
Mg, -125.21511618, mg_pbe_v1.4.uspp.F.UPF, 45.0, 360.0, 10.00, GBRV-1.4, 0.00, 0.00
Mn, -210.93054992, mn_pbe_v1.5.uspp.F.UPF, 90.0, 1080.0, 15.00, GBRV-1.5, -5.00, 5.09
Mo, -136.51903555, Mo_ONCV_PBE-1.0.oncvpsp.upf, 35.0, 140.0, 14.00, SG15, -0.00, 3.43
Na, -109.17386647, Na.paw.z_9.ld1.psl.v1.0.0-low.upf, 100.0, 800.0, 9.00, 100PAW-low, -0.00, 0.00
Nb, -333.75752043, Nb.pbe-spn-kjpaw_psl.0.3.0.UPF, 40.0, 320.0, 13.00, 031PAW, 5.00, 5.00
Nd, -537.18748021, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40.0, 320.0, 14.00, Wentzcovitch, 4.00, 4.04
Ne, -82.02576309, Ne.paw.z_8.ld1.psl.v1.0.0-high.upf, 120.0, 720.0, 8.00, 100PAW, -0.00, 0.00
Ni, -342.92715879, ni_pbe_v1.4.uspp.F.UPF, 50.0, 400.0, 18.00, GBRV-1.4, 2.00, 2.00
N, -20.29460074, N.oncvpsp.upf, 80.0, 320.0, 5.00, Dojo, -1.00, 1.99
No, -1498.46140742, No.paw.z_24.ld1.uni-marburg.v0.upf, 60.0, 480.0, 24.00, MalteSachs, -0.00, 0.00
Np, -1062.74045054, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60.0, 480.0, 15.00, MalteSachs, 5.00, 5.16
O, -41.24481569, O.pbe-n-kjpaw_psl.0.1.UPF, 75.0, 600.0, 6.00, 031PAW, -0.00, 1.32
