Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Ac, -93.65138709, Ac.us.z_11.ld1.psl.v1.0.0-high.upf, 40, 320, 11.00, 100US, -1.00, 1.04
Ag, -287.00806843, Ag_ONCV_PBEsol-1.0.upf, 55, 220, 19.00, SG15, -1.00, 1.08
Am, -1124.98040940, Am.paw.z_17.ld1.uni-marburg.v0.upf, 60, 480, 17.00, MalteSachs, -1.00, 3.01
Ar, -93.55116400, Ar.paw.z_8.ld1.psl.v1.0.0-high.upf, 120, 960, 8.00, 100PAW, -0.00, 0.00
As, -211.51522955, As.nc.z_15.oncvpsp3.dojo.v4-std.upf, 75, 300, 15.00, Dojo, -1.00, 2.01
At, -220.02086853, At.us.z_17.ld1.psl.v1.0.0-high.upf, 80, 640, 17.00, 100US, -1.00, 1.03
Au, -274.47260399, Au_ONCV_PBEsol-1.0.upf, 50, 200, 19.00, SG15, 1.00, 1.07
Ba, -55.98961110, Ba.nc.z_10.oncvpsp4.dojo.v4-sp.upf, 35, 140, 10.00, Dojo, 0.00, 0.00
Be, -26.15838449, Be_ONCV_PBEsol-1.0.upf, 55, 220, 4.00, SG15, 0.00, 0.00
Bk, -1211.89229034, Bk.paw.z_19.ld1.uni-marburg.v0.upf, 60, 480, 19.00, MalteSachs, 5.00, 5.18
Cd, -600.88057595, Cd.paw.z_20.ld1.psl.v1.0.0-high.upf, 100, 800, 20.00, 100PAW, 0.00, 0.00
Ce, -475.05026123, Ce.paw.z_12.atompaw.wentzcovitch.v1.2.upf, 50, 400, 12.00, Wentzcovitch, -0.23, 1.55
Cf, -1259.55003892, Cf.paw.z_20.ld1.uni-marburg.v0.upf, 60, 480, 20.00, MalteSachs, -4.00, 4.11
Cm, -4340.51410461, Cm.paw.z_18.ld1.uni-marburg.v0.upf, 60, 480, 18.00, MalteSachs, 0.00, 20.53
Cs, -46.54345512, Cs.nc.z_9.oncvpsp3.dojo.v4-str.upf, 45, 180, 9.00, Dojo, -0.95, 0.96
Cu, -210.13279923, Cu.paw.z_11.ld1.psl.v1.0.0-low.upf, 90, 720, 11.00, 100PAW-low, -1.00, 1.10
Dy, -769.00168795, Dy.paw.z_20.atompaw.wentzcovitch.v1.2.upf, 40, 320, 20.00, Wentzcovitch, -0.00, 1.02
Er, -877.48305292, Er.paw.z_22.atompaw.wentzcovitch.v1.2.upf, 40, 320, 22.00, Wentzcovitch, 2.00, 2.04
Es, -1310.26058738, Es.paw.z_21.ld1.uni-marburg.v0.upf, 60, 480, 21.00, MalteSachs, -3.00, 3.05
Eu, -634.56472312, Eu.paw.z_17.atompaw.wentzcovitch.v1.2.upf, 40, 320, 17.00, Wentzcovitch, 1.00, 1.50
Fm, -1364.13284382, Fm.paw.z_22.ld1.uni-marburg.v0.upf, 60, 480, 22.00, MalteSachs, 1.99, 1.99
F, -48.83954736, F.oncvpsp.upf, 90, 360, 7.00, Dojo, -1.00, 1.00
Fr, -1059.38711767, Fr.paw.z_19.ld1.psl.v1.0.0-high.upf, 150, 1200, 19.00, 100PAW, 0.90, 0.90
Gd, -676.14741424, Gd.paw.z_18.atompaw.wentzcovitch.v1.2.upf, 40, 320, 18.00, Wentzcovitch, -6.97, 7.11
He, -5.51625750, He_ONCV_PBEsol-1.0.upf, 55, 220, 2.00, SG15, -0.00, 0.00
Hf, -112.29008415, Hf-sp.oncvpsp.upf, 55, 220, 12.00, Dojo, 0.00, 1.43
Hg, -107.49401325, Hg.us.z_12.uspp.gbrv.v1.upf, 65, 390, 12.00, GBRV-v1.0, -0.00, 0.00
H, -0.97798396, H_ONCV_PBEsol-1.0.upf, 80, 320, 1.00, SG15, 1.00, 1.00
Ho, -821.33268204, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40, 320, 21.00, Wentzcovitch, -3.00, 3.06
I, -198.65062821, I.nc.z_17.oncvpsp4.sg15.v0.upf, 65, 260, 17.00, SG15, -1.00, 1.00
Ir, -963.42588666, Ir.us.z_31.ld1.psl.v1.0.0-high.upf, 90, 720, 31.00, 100US, -0.08, 2.04
Kr, -500.72278502, Kr.paw.z_18.ld1.psl.v1.0.0-high.upf, 200, 1200, 18.00, 100PAW, 0.00, 0.00
La, -451.42562364, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40, 320, 11.00, Wentzcovitch, -1.00, 1.70
Lr, -1545.31239156, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60, 480, 25.00, MalteSachs, 1.00, 1.02
Lu, -1071.08731974, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45, 360, 25.00, Wentzcovitch, -1.00, 1.01
