Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Ac, -93.63782146, Ac.us.z_11.ld1.psl.v1.0.0-high.upf, 40, 320, 11.00, 100US, -0.00, 0.00
Ag, -286.99647254, Ag_ONCV_PBEsol-1.0.upf, 50, 200, 19.00, SG15, -0.00, 0.00
Am, -1124.97650372, Am.paw.z_17.ld1.uni-marburg.v0.upf, 60, 480, 17.00, MalteSachs, -1.00, 2.86
Ar, -42.16680132, Ar_ONCV_PBEsol-1.1.upf, 60, 240, 8.00, SG15-1.1, 0.00, 0.00
At, -220.00683765, At.us.z_17.ld1.psl.v1.0.0-high.upf, 80, 640, 17.00, 100US, 0.00, 0.00
Au, -274.46146989, Au_ONCV_PBEsol-1.0.upf, 45, 180, 19.00, SG15, -0.01, 0.01
Bk, -1211.89020055, Bk.paw.z_19.ld1.uni-marburg.v0.upf, 60, 480, 19.00, MalteSachs, 5.00, 5.18
Ce, -475.06571017, Ce.paw.z_12.atompaw.wentzcovitch.v1.2.upf, 50, 400, 12.00, Wentzcovitch, 2.00, 2.30
Cf, -1259.43532492, Cf.paw.z_20.ld1.uni-marburg.v0.upf, 60, 480, 20.00, MalteSachs, 0.01, 2.09
Cm, -4342.98482595, Cm.paw.z_18.ld1.uni-marburg.v0.upf, 60, 480, 18.00, MalteSachs, -0.00, 0.00
Cu, -210.11942421, Cu.paw.z_11.ld1.psl.v1.0.0-low.upf, 90, 720, 11.00, 100PAW-low, 0.00, 0.00
Dy, -769.15621046, Dy.paw.z_20.atompaw.wentzcovitch.v1.2.upf, 40, 320, 20.00, Wentzcovitch, -4.02, 4.10
Er, -877.47904016, Er.paw.z_22.atompaw.wentzcovitch.v1.2.upf, 40, 320, 22.00, Wentzcovitch, 2.00, 2.04
Es, -1310.26043530, Es.paw.z_21.ld1.uni-marburg.v0.upf, 60, 480, 21.00, MalteSachs, 3.00, 3.05
Eu, -634.57050450, Eu.paw.z_17.atompaw.wentzcovitch.v1.2.upf, 40, 320, 17.00, Wentzcovitch, 1.00, 1.52
Fm, -1364.13058983, Fm.paw.z_22.ld1.uni-marburg.v0.upf, 60, 480, 22.00, MalteSachs, 2.05, 2.05
Fr, -1059.38033340, Fr.paw.z_19.ld1.psl.v1.0.0-high.upf, 150, 1200, 19.00, 100PAW, 0.04, 0.04
Gd, -675.81165617, Gd.paw.z_18.atompaw.wentzcovitch.v1.2.upf, 40, 320, 18.00, Wentzcovitch, 0.00, 0.83
He, -5.51625661, He_ONCV_PBEsol-1.0.upf, 50, 200, 2.00, SG15, 0.00, 0.00
Hf, -112.25914915, Hf-sp.oncvpsp.upf, 50, 200, 12.00, Dojo, -0.00, 0.02
Hg, -310.14418143, Hg_ONCV_PBEsol-1.0.upf, 50, 200, 20.00, SG15, 0.00, 0.00
Ho, -821.33920060, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40, 320, 21.00, Wentzcovitch, -3.00, 3.05
Kr, -37.18131532, Kr_ONCV_PBEsol-1.0.upf, 45, 180, 8.00, SG15, -0.00, 0.00
La, -451.42058375, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40, 320, 11.00, Wentzcovitch, 0.70, 1.67
Lr, -1545.29828463, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60, 480, 25.00, MalteSachs, -0.00, 0.00
Lu, -1071.08450228, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45, 360, 25.00, Wentzcovitch, 1.00, 1.01
Md, -1421.31107397, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60, 480, 23.00, MalteSachs, -0.74, 0.85
Mo, -136.47604085, Mo_ONCV_PBEsol-1.0.upf, 35, 140, 14.00, SG15, 0.00, 3.42
Nd, -530.08229772, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40, 320, 14.00, Wentzcovitch, 0.01, 1.58
Ne, -60.70308474, Ne_ONCV_PBEsol-1.0.upf, 50, 200, 8.00, SG15, -0.00, 0.00
No, -1481.90631895, No.paw.z_24.ld1.uni-marburg.v0.upf, 60, 480, 24.00, MalteSachs, -0.00, 0.00
Np, -1048.83455307, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60, 480, 15.00, MalteSachs, -0.03, 2.46
Pa, -982.52377654, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60, 480, 13.00, MalteSachs, -0.93, 3.15
Pd, -252.79794925, Pd_ONCV_PBEsol-1.0.upf, 45, 180, 18.00, SG15, -0.00, 0.03
Pm, -561.80989882, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40, 320, 15.00, Wentzcovitch, -0.15, 1.20
Pr, -501.22261993, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40, 320, 13.00, Wentzcovitch, -0.85, 1.88
Pu, -1085.61791658, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60, 480, 16.00, MalteSachs, -0.38, 2.55
Ra, -1105.94462345, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90, 720, 20.00, 100PAW, -0.00, 0.00
Rb, -48.91879019, Rb_ONCV_PBEsol-1.0.upf, 30, 120, 9.00, SG15, -0.06, 0.06
Rh, -216.40892600, Rh_ONCV_PBEsol-1.0.upf, 35, 140, 17.00, SG15, 0.97, 1.92
Ru, -187.89700244, Ru_ONCV_PBEsol-1.0.upf, 35, 140, 16.00, SG15, -0.69, 2.44
Sc, -91.51136309, Sc_ONCV_PBEsol-1.0.upf, 40, 160, 11.00, SG15, -0.00, 0.01
Sm, -596.86945837, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40, 320, 16.00, Wentzcovitch, -6.00, 6.07
Tb, -720.56760271, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40, 320, 19.00, Wentzcovitch, 0.00, 0.86
Tc, -160.72033129, Tc_ONCV_PBEsol-1.0.upf, 30, 120, 15.00, SG15, 5.00, 5.10
Th, -952.76891020, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60, 480, 12.00, MalteSachs, 2.00, 2.05
Tm, -937.77545814, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40, 320, 23.00, Wentzcovitch, 1.00, 1.02
U, -1014.51780876, U.paw.z_14.ld1.uni-marburg.v0.upf, 60, 480, 14.00, MalteSachs, -0.08, 2.97
Xe, -231.79816025, Xe_ONCV_PBEsol-1.1.upf, 60, 240, 18.00, SG15-1.1, 0.00, 0.00
Yb, -1002.37701377, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40, 320, 24.00, Wentzcovitch, 0.00, 0.00
