Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Ac, -93.63782261, Ac.us.z_11.ld1.psl.v1.0.0-high.upf, 40, 320, 11.00, 100US, -0.01, 0.01
Ag, -286.99651969, Ag_ONCV_PBEsol-1.0.upf, 55, 220, 19.00, SG15, -0.00, 0.00
Al, -38.21239231, Al.pbesol-n-kjpaw_psl.1.0.0.UPF, 30, 240, 3.00, 100PAW, 0.00, 0.01
Am, -1124.97557705, Am.paw.z_17.ld1.uni-marburg.v0.upf, 60, 480, 17.00, MalteSachs, 1.00, 2.89
Ar, -93.55116398, Ar.paw.z_8.ld1.psl.v1.0.0-high.upf, 120, 960, 8.00, 100PAW, 0.00, 0.00
As, -211.45200931, As.nc.z_15.oncvpsp3.dojo.v4-std.upf, 75, 300, 15.00, Dojo, -0.00, 0.00
At, -220.00683896, At.us.z_17.ld1.psl.v1.0.0-high.upf, 80, 640, 17.00, 100US, -0.01, 0.01
Au, -274.46179533, Au_ONCV_PBEsol-1.0.upf, 50, 200, 19.00, SG15, 0.01, 0.01
Ba, -55.98961109, Ba.nc.z_10.oncvpsp4.dojo.v4-sp.upf, 35, 140, 10.00, Dojo, 0.00, 0.00
Be, -26.15838450, Be_ONCV_PBEsol-1.0.upf, 55, 220, 4.00, SG15, -0.00, 0.00
Bi, -184.65579012, bi_pbesol_v1.uspp.F.UPF, 50, 400, 15.00, GBRV-1.2, 0.00, 0.01
Bk, -1211.72203571, Bk.paw.z_19.ld1.uni-marburg.v0.upf, 60, 480, 19.00, MalteSachs, 0.01, 2.17
B, -5.83807726, b_pbesol_v1.4.uspp.F.UPF, 55, 440, 3.00, GBRV-1.2, 0.01, 0.01
Br, -40.37688196, br_pbesol_v1.4.uspp.F.UPF, 90, 720, 7.00, GBRV-1.4, 0.00, 0.00
Ca, -74.77659498, ca_pbesol_v1.uspp.F.UPF, 30, 240, 10.00, GBRV-1.2, -0.00, 0.00
Cd, -600.88057595, Cd.paw.z_20.ld1.psl.v1.0.0-high.upf, 100, 800, 20.00, 100PAW, 0.00, 0.00
Ce, -475.04654098, Ce.paw.z_12.atompaw.wentzcovitch.v1.2.upf, 50, 400, 12.00, Wentzcovitch, -0.57, 1.50
Cf, -1259.43522956, Cf.paw.z_20.ld1.uni-marburg.v0.upf, 60, 480, 20.00, MalteSachs, -0.01, 2.10
