Element, Total energy [Ry], filename, cutoff_wfc [Ry], cutoff_rho [Ry], valence_electrons, Type, tot_mag [Bohr mag/cell], abs_mag [Bohr mag/cell]
Ac, -93.65165579, Ac.us.z_11.ld1.psl.v1.0.0-high.upf, 40, 320, 11.00, 100US, 1.00, 1.47
Ag, -287.00802125, Ag_ONCV_PBEsol-1.0.upf, 50, 200, 19.00, SG15, -1.00, 1.08
Am, -1124.97643661, Am.paw.z_17.ld1.uni-marburg.v0.upf, 60, 480, 17.00, MalteSachs, 1.00, 2.87
Ar, -42.16680134, Ar_ONCV_PBEsol-1.1.upf, 60, 240, 8.00, SG15-1.1, 0.00, 0.00
At, -220.01459428, At.us.z_17.ld1.psl.v1.0.0-high.upf, 80, 640, 17.00, 100US, 1.00, 1.10
Au, -274.47227769, Au_ONCV_PBEsol-1.0.upf, 45, 180, 19.00, SG15, -1.00, 1.07
Bk, -1211.89080180, Bk.paw.z_19.ld1.uni-marburg.v0.upf, 60, 480, 19.00, MalteSachs, 5.00, 5.18
Ce, -475.06312515, Ce.paw.z_12.atompaw.wentzcovitch.v1.2.upf, 50, 400, 12.00, Wentzcovitch, -2.00, 2.24
Cf, -1259.43542873, Cf.paw.z_20.ld1.uni-marburg.v0.upf, 60, 480, 20.00, MalteSachs, -0.00, 2.07
Cm, -4342.98482592, Cm.paw.z_18.ld1.uni-marburg.v0.upf, 60, 480, 18.00, MalteSachs, 0.00, 0.00
Cu, -210.13279894, Cu.paw.z_11.ld1.psl.v1.0.0-low.upf, 90, 720, 11.00, 100PAW-low, -1.00, 1.10
Dy, -769.00166687, Dy.paw.z_20.atompaw.wentzcovitch.v1.2.upf, 40, 320, 20.00, Wentzcovitch, -0.00, 1.02
Er, -877.46358644, Er.paw.z_22.atompaw.wentzcovitch.v1.2.upf, 40, 320, 22.00, Wentzcovitch, -2.00, 2.05
Es, -1310.25534652, Es.paw.z_21.ld1.uni-marburg.v0.upf, 60, 480, 21.00, MalteSachs, 3.00, 3.06
Eu, -634.56466340, Eu.paw.z_17.atompaw.wentzcovitch.v1.2.upf, 40, 320, 17.00, Wentzcovitch, -1.00, 1.51
Fm, -1364.12739635, Fm.paw.z_22.ld1.uni-marburg.v0.upf, 60, 480, 22.00, MalteSachs, 2.00, 2.04
Fr, -1059.38655775, Fr.paw.z_19.ld1.psl.v1.0.0-high.upf, 150, 1200, 19.00, 100PAW, 1.00, 1.01
Gd, -675.81568573, Gd.paw.z_18.atompaw.wentzcovitch.v1.2.upf, 40, 320, 18.00, Wentzcovitch, -0.00, 0.76
He, -5.51625661, He_ONCV_PBEsol-1.0.upf, 50, 200, 2.00, SG15, -0.00, 0.00
Hf, -112.28979338, Hf-sp.oncvpsp.upf, 50, 200, 12.00, Dojo, 0.00, 1.48
Hg, -310.14418131, Hg_ONCV_PBEsol-1.0.upf, 50, 200, 20.00, SG15, 0.00, 0.00
Ho, -821.25103869, Ho.paw.z_21.atompaw.wentzcovitch.v1.2.upf, 40, 320, 21.00, Wentzcovitch, 1.00, 1.23
Kr, -37.18131535, Kr_ONCV_PBEsol-1.0.upf, 45, 180, 8.00, SG15, 0.00, 0.00
La, -451.42206816, La.paw.z_11.atompaw.wentzcovitch.v1.2.upf, 40, 320, 11.00, Wentzcovitch, -1.00, 1.72
Lr, -1545.30908980, Lr.paw.z_25.ld1.uni-marburg.v0.upf, 60, 480, 25.00, MalteSachs, -1.00, 1.03
Lu, -1071.08413636, Lu.paw.z_25.atompaw.wentzcovitch.v1.2.upf, 45, 360, 25.00, Wentzcovitch, 1.00, 1.03
Md, -1421.30326263, Md.paw.z_23.ld1.uni-marburg.v0.upf, 60, 480, 23.00, MalteSachs, 1.00, 1.00
Mo, -136.49521465, Mo_ONCV_PBEsol-1.0.upf, 35, 140, 14.00, SG15, -2.00, 3.58
Nd, -530.08372519, Nd.paw.z_14.atompaw.wentzcovitch.v1.2.upf, 40, 320, 14.00, Wentzcovitch, 0.00, 1.46
Ne, -60.70308476, Ne_ONCV_PBEsol-1.0.upf, 50, 200, 8.00, SG15, 0.00, 0.00
No, -1481.90631936, No.paw.z_24.ld1.uni-marburg.v0.upf, 60, 480, 24.00, MalteSachs, -0.00, 0.00
Np, -1048.97362582, Np.paw.z_15.ld1.uni-marburg.v0.upf, 60, 480, 15.00, MalteSachs, -5.00, 5.21
Pa, -982.50543347, Pa.paw.z_13.ld1.uni-marburg.v0.upf, 60, 480, 13.00, MalteSachs, 1.00, 2.62
Pd, -252.79704381, Pd_ONCV_PBEsol-1.0.upf, 45, 180, 18.00, SG15, 0.00, 0.01
Pm, -562.00182759, Pm.paw.z_15.atompaw.wentzcovitch.v1.2.upf, 40, 320, 15.00, Wentzcovitch, 5.00, 5.06
Pr, -501.27695257, Pr.paw.z_13.atompaw.wentzcovitch.v1.2.upf, 40, 320, 13.00, Wentzcovitch, -3.00, 3.04
Pu, -1085.61985539, Pu.paw.z_16.ld1.uni-marburg.v0.upf, 60, 480, 16.00, MalteSachs, 0.00, 2.56
Ra, -1105.94462350, Ra.paw.z_20.ld1.psl.v1.0.0-high.upf, 90, 720, 20.00, 100PAW, -0.00, 0.00
Rb, -48.92536910, Rb_ONCV_PBEsol-1.0.upf, 30, 120, 9.00, SG15, -1.00, 1.00
Rh, -216.40899203, Rh_ONCV_PBEsol-1.0.upf, 35, 140, 17.00, SG15, -1.00, 1.91
Ru, -187.90442746, Ru_ONCV_PBEsol-1.0.upf, 35, 140, 16.00, SG15, 0.00, 2.47
Sc, -91.53443526, Sc_ONCV_PBEsol-1.0.upf, 40, 160, 11.00, SG15, 1.00, 1.53
Sm, -596.58795790, Sm.paw.z_16.atompaw.wentzcovitch.v1.2.upf, 40, 320, 16.00, Wentzcovitch, 0.00, 0.86
Tb, -720.79622194, Tb.paw.z_19.atompaw.wentzcovitch.v1.2.upf, 40, 320, 19.00, Wentzcovitch, 5.00, 5.10
Tc, -160.72063489, Tc_ONCV_PBEsol-1.0.upf, 30, 120, 15.00, SG15, 5.00, 5.09
Th, -952.77105512, Th.paw.z_12.ld1.uni-marburg.v0.upf, 60, 480, 12.00, MalteSachs, 2.00, 2.04
Tm, -937.77280202, Tm.paw.z_23.atompaw.wentzcovitch.v1.2.upf, 40, 320, 23.00, Wentzcovitch, -1.00, 1.04
U, -1014.59038866, U.paw.z_14.ld1.uni-marburg.v0.upf, 60, 480, 14.00, MalteSachs, 4.00, 4.21
Xe, -231.79816034, Xe_ONCV_PBEsol-1.1.upf, 60, 240, 18.00, SG15-1.1, -0.00, 0.00
Yb, -1002.37701557, Yb.paw.z_24.atompaw.wentzcovitch.v1.2.upf, 40, 320, 24.00, Wentzcovitch, -0.00, 0.00
